train_generator,test_generator,accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,mcc,balanced_accuracy
dcgan,dcgan,0.9775280898876404,0.9672131147540983,1.0,0.9333333333333333,0.9833333333333333,0.9977401129943503,0.998830571249767,0.9501222239465607,0.9666666666666667
